"person","name","birthdate","birthplace","deathdate","deathplace"
"http://collection.americanart.si.edu/id/person-institution/3947"," E. Rau","1858","Dresden",,
"http://collection.americanart.si.edu/id/person-institution/3947"," Emil Karl Rau","1858","Dresden",,
"http://collection.americanart.si.edu/id/person-institution/3885"," Joe Allen Price","1935","Ferriday",,
"http://collection.americanart.si.edu/id/person-institution/3718"," Elizabeth J. Peak","1952","Fort Belvoir",,
"http://collection.americanart.si.edu/id/person-institution/3718"," Elizabeth Jayne Peak","1952","Fort Belvoir",,
"http://collection.americanart.si.edu/id/person-institution/3732"," Augustus Hamilton Peck","1906","Frederick",,
"http://collection.americanart.si.edu/id/person-institution/3780"," F. R. Petrie","1925","Hackensack",,
"http://collection.americanart.si.edu/id/person-institution/3780"," Ferdinand Petrie","1925","Hackensack",,
"http://collection.americanart.si.edu/id/person-institution/3780"," Ferdinand R. Petrie","1925","Hackensack",,
"http://collection.americanart.si.edu/id/person-institution/3876"," David Ramage Prentice","1943","Hartford",,
"http://collection.americanart.si.edu/id/person-institution/375"," Jose Ygnacio Bermudez","1922","Havana",,
"http://collection.americanart.si.edu/id/person-institution/3908"," Carmen Quinto","1945","Juneau",,
"http://collection.americanart.si.edu/id/person-institution/3908"," Carmen Quinto Plunkett","1945","Juneau",,
"http://collection.americanart.si.edu/id/person-institution/3689"," Theodora Lillian Schreiber Parmelee","1929","Madison",,
"http://collection.americanart.si.edu/id/person-institution/3820"," Reginald Murray Pollack","1924","Middle Village",,
"http://collection.americanart.si.edu/id/person-institution/374"," Zeke Ezra Berman","1951","New York",,
"http://collection.americanart.si.edu/id/person-institution/3901"," L. Pytlak","1910","Newark",,
"http://collection.americanart.si.edu/id/person-institution/390"," Gross Bettelheim","1900","Nitra",,
"http://collection.americanart.si.edu/id/person-institution/390"," Jolan Gross-Bettelheim","1900","Nitra",,
"http://collection.americanart.si.edu/id/person-institution/3711"," Hippolyte Louis Emile Pauquet","1797","Paris",,
"http://collection.americanart.si.edu/id/person-institution/3833"," Scott Davis Ponemone","1949","Philadelphia",,
"http://collection.americanart.si.edu/id/person-institution/383"," Jennifer Berringer","1950","Point Pleasant",,
"http://collection.americanart.si.edu/id/person-institution/383"," Jennifer Marie Berringer","1950","Point Pleasant",,
"http://collection.americanart.si.edu/id/person-institution/3818"," Steve Francis Poleskie","1938","Pringle",,
"http://collection.americanart.si.edu/id/person-institution/3932"," Melvin John Ramos","1935","Sacramento",,
"http://collection.americanart.si.edu/id/person-institution/3932"," Mel J. Ramos","1935","Sacramento",,
"http://collection.americanart.si.edu/id/person-institution/3931"," Joe Bernal Ramos","1949","Salinas",,
"http://collection.americanart.si.edu/id/person-institution/3763"," Joseph Perelma","1876","Shabelsk",,
"http://collection.americanart.si.edu/id/person-institution/3747"," Herminio  Feliciano Peña Aguilera","1915","Silao",,
"http://collection.americanart.si.edu/id/person-institution/3747"," Feliciano Pena","1915","Silao",,
"http://collection.americanart.si.edu/id/person-institution/3747"," Feliciano Peña Aguilera","1915","Silao",,
"http://collection.americanart.si.edu/id/person-institution/3869"," Rudy Otto Pozzatti","1925","Telluride",,
"http://collection.americanart.si.edu/id/person-institution/3869"," Rudy O. Pozzatti","1925","Telluride",,
"http://collection.americanart.si.edu/id/person-institution/3735"," Laura L. Peery","1952","Washington",,
"http://collection.americanart.si.edu/id/person-institution/3705"," Nancy Lamb","1927","Wausau",,
"http://collection.americanart.si.edu/id/person-institution/3705"," Nancy P. Lamb","1927","Wausau",,
"http://collection.americanart.si.edu/id/person-institution/3705"," Nancy Patterson Lamb","1927","Wausau",,
"http://collection.americanart.si.edu/id/person-institution/3828"," Tayloowayahwho",,,"1899","Pawnee"
"http://collection.americanart.si.edu/id/person-institution/3682"," Eduardo Luigi Paolozzi",,,,
"http://collection.americanart.si.edu/id/person-institution/3682","Sir Eduardo Paolozzi",,,,
"http://collection.americanart.si.edu/id/person-institution/3684"," N. Cantalamessa Papotti",,,,
"http://collection.americanart.si.edu/id/person-institution/3703"," William Patten, the Elder",,,,
"http://collection.americanart.si.edu/id/person-institution/3712"," Edward Ludwig Albert Pausch",,,,
"http://collection.americanart.si.edu/id/person-institution/3733"," James Edward Peck",,,,
"http://collection.americanart.si.edu/id/person-institution/3733"," Jim Peck",,,,
"http://collection.americanart.si.edu/id/person-institution/3742"," George Peixotto",,,,
"http://collection.americanart.si.edu/id/person-institution/3744"," J. Pelicier",,,,
"http://collection.americanart.si.edu/id/person-institution/3744"," J. Pelissier",,,,
"http://collection.americanart.si.edu/id/person-institution/3746"," Hilda Mary Wilson",,,,
"http://collection.americanart.si.edu/id/person-institution/3746"," Hilda Pemberton",,,,
"http://collection.americanart.si.edu/id/person-institution/3754"," Moses Swett",,,,
"http://collection.americanart.si.edu/id/person-institution/3784"," Nannie Phelps",,,,
"http://collection.americanart.si.edu/id/person-institution/3792"," Duncan Fife",,,,
"http://collection.americanart.si.edu/id/person-institution/382"," Leon BeRoth",,,,
"http://collection.americanart.si.edu/id/person-institution/386"," Charles-Clement Balvay Bervic",,,,
"http://collection.americanart.si.edu/id/person-institution/39","Mrs. Jessie A. Walker",,,,
"http://collection.americanart.si.edu/id/person-institution/39"," J. A. Walker",,,,
"http://collection.americanart.si.edu/id/person-institution/39"," Jessie Aitchison Walker",,,,
"http://collection.americanart.si.edu/id/person-institution/3956"," Samuel Rawle",,,,
"http://collection.americanart.si.edu/id/person-institution/4205","Fernand Sabatté","1874","Aiguillon","1940","Aiguillon"
"http://collection.americanart.si.edu/id/person-institution/4205"," Fernand Sabatte","1874","Aiguillon","1940","Aiguillon"
"http://collection.americanart.si.edu/id/person-institution/4090","Georges Antoine Rochegrosse","1859","Versailles","1938","Al-Biar"
"http://collection.americanart.si.edu/id/person-institution/4090"," Geroges Antoine Marie Rochegrosse","1859","Versailles","1938","Al-Biar"
"http://collection.americanart.si.edu/id/person-institution/4090"," Georges Rochegrosse","1859","Versailles","1938","Al-Biar"
"http://collection.americanart.si.edu/id/person-institution/4079","Tom A. Robertson","1911","Little Rock","1976","Albion"
"http://collection.americanart.si.edu/id/person-institution/4079"," Thomas Arthur Robertson","1911","Little Rock","1976","Albion"
"http://collection.americanart.si.edu/id/person-institution/4079"," Thomas A. Robertson","1911","Little Rock","1976","Albion"
"http://collection.americanart.si.edu/id/person-institution/4079"," Tom Robertson","1911","Little Rock","1976","Albion"
"http://collection.americanart.si.edu/id/person-institution/4023","Louis Ribak","1902","Grodno","1979","Albuquerque"
"http://collection.americanart.si.edu/id/person-institution/4023"," Louis Leon Ribak","1902","Grodno","1979","Albuquerque"
"http://collection.americanart.si.edu/id/person-institution/4802","Hilda Thorpe","1919","Baltimore","2000","Alexandria"
"http://collection.americanart.si.edu/id/person-institution/4802"," Hilda Shapiro Thorpe","1919","Baltimore","2000","Alexandria"
"http://collection.americanart.si.edu/id/person-institution/4000","Rembrandt Van Rijn","1606","Leiden","1669","Amsterdam"
"http://collection.americanart.si.edu/id/person-institution/4000"," Hamenzoon van Rijn Rembrandt","1606","Leiden","1669","Amsterdam"
"http://collection.americanart.si.edu/id/person-institution/4000"," Paul Rembrandt Van Rijn","1606","Leiden","1669","Amsterdam"
"http://collection.americanart.si.edu/id/person-institution/4000"," Rembrandt","1606","Leiden","1669","Amsterdam"
"http://collection.americanart.si.edu/id/person-institution/5140","Gaspar Pieter Verbruggen","1664","Antwerp","1730","Antwerp"
"http://collection.americanart.si.edu/id/person-institution/4737","Thomas Eddy Tallmadge","1876","Washington","1940","Arcola"
"http://collection.americanart.si.edu/id/person-institution/4737"," T. E. Tallmadge","1876","Washington","1940","Arcola"
"http://collection.americanart.si.edu/id/person-institution/4362","Peter Sekaer","1901","Copenhagen","1950","Ardsley"
"http://collection.americanart.si.edu/id/person-institution/4362"," Peter Ingemann Sekaer","1901","Copenhagen","1950","Ardsley"
"http://collection.americanart.si.edu/id/person-institution/4794","Mildred Thompson","1936","Jacksonville","2003","Atlanta"
"http://collection.americanart.si.edu/id/person-institution/4794"," Mildred Jean Thompson","1936","Jacksonville","2003","Atlanta"
"http://collection.americanart.si.edu/id/person-institution/4777","James Crawford Thom","1835","New York","1898","Atlantic Highlands"
"http://collection.americanart.si.edu/id/person-institution/4777"," J. C. Thom","1835","New York","1898","Atlantic Highlands"
"http://collection.americanart.si.edu/id/person-institution/4588","Everett Spruce","1908","Conway","2002","Austin"
"http://collection.americanart.si.edu/id/person-institution/4588"," Everett Franklin Spruce","1908","Conway","2002","Austin"
"http://collection.americanart.si.edu/id/person-institution/4915","Charles Umlauf","1911","South Haven","1994","Austin"
"http://collection.americanart.si.edu/id/person-institution/4865","Louis Abel Truchet","1857","Versailles","1918","Auxerre"
"http://collection.americanart.si.edu/id/person-institution/4733","Shinkichi Tajiri","1923","Los Angeles","2009","Baarlo"
"http://collection.americanart.si.edu/id/person-institution/4733"," Shinkichi G. Tajiri","1923","Los Angeles","2009","Baarlo"
"http://collection.americanart.si.edu/id/person-institution/4135","Edward Rosenfeld","1906","Baltimore","1983","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/4135"," Eddie Rosenfeld","1906","Baltimore","1983","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/4458","Will Simmons","1884","Elche","1949","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/4458"," William Francis Bernard Simmons","1884","Elche","1949","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/4458"," William Simmons","1884","Elche","1949","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/455","Adolphe W. Blondheim","1888","Baltimore","1969","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/455"," Adolphe Blondheim","1888","Baltimore","1969","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/455"," Adolphe Wiener Blondheim","1888","Baltimore","1969","Baltimore"
"http://collection.americanart.si.edu/id/person-institution/4327","Jörg Schuldhess","1941","Basel","1992","Basel"
"http://collection.americanart.si.edu/id/person-institution/4327"," Jörg Shimon Anton Schuldhess","1941","Basel","1992","Basel"
"http://collection.americanart.si.edu/id/person-institution/4327"," Jorg Schuldhess","1941","Basel","1992","Basel"
"http://collection.americanart.si.edu/id/person-institution/4382","Ralph Fletcher Seymour","1876","Milan","1966","Batavia"
"http://collection.americanart.si.edu/id/person-institution/4382"," Ralph F. Seymour","1876","Milan","1966","Batavia"
"http://collection.americanart.si.edu/id/person-institution/4435","Henry B. Shope","1862","Baltimore","1929","Bellevue"
"http://collection.americanart.si.edu/id/person-institution/4435"," Henry Brengle Shope","1862","Baltimore","1929","Bellevue"
"http://collection.americanart.si.edu/id/person-institution/424","Elmer Bischoff","1916","Berkeley","1991","Berkeley"
"http://collection.americanart.si.edu/id/person-institution/424"," Elmer Nelson Bischoff","1916","Berkeley","1991","Berkeley"
"http://collection.americanart.si.edu/id/person-institution/4449","Louis Siegriest","1899","Oakland","1990","Berkeley"
"http://collection.americanart.si.edu/id/person-institution/4449"," Louis Bassi Siegriest","1899","Oakland","1990","Berkeley"
"http://collection.americanart.si.edu/id/person-institution/4449"," Louis B. Siegriest","1899","Oakland","1990","Berkeley"
"http://collection.americanart.si.edu/id/person-institution/41","Abe Ajay","1919","Altoona","1998","Bethel"
"http://collection.americanart.si.edu/id/person-institution/41"," Ibrahim Mahfoud Ajay","1919","Altoona","1998","Bethel"
"http://collection.americanart.si.edu/id/person-institution/4846","Hugh Townley","1923","West Lafayette","2008","Bethel"
"http://collection.americanart.si.edu/id/person-institution/4483","Edmund Hodgson Smart","1873","Ainwick","1942","Beverly Hills"
"http://collection.americanart.si.edu/id/person-institution/4483"," E. Hodgson Smart","1873","Ainwick","1942","Beverly Hills"
"http://collection.americanart.si.edu/id/person-institution/4483"," Edmund H. Smart","1873","Ainwick","1942","Beverly Hills"
"http://collection.americanart.si.edu/id/person-institution/4386","David Shaner","1934","Pottstown","2002","Bigfork"
"http://collection.americanart.si.edu/id/person-institution/4386"," George David Shaner","1934","Pottstown","2002","Bigfork"
"http://collection.americanart.si.edu/id/person-institution/4204","Eliel Saarinen","1873","Rantasalmi","1950","Bloomfield Hills"
"http://collection.americanart.si.edu/id/person-institution/4204"," Gottlieb Eliel Saarinen","1873","Rantasalmi","1950","Bloomfield Hills"
"http://collection.americanart.si.edu/id/person-institution/4520","Sidney L. Smith","1845","Foxboro","1929","Boston"
"http://collection.americanart.si.edu/id/person-institution/4520"," Sidney Lawton Smith","1845","Foxboro","1929","Boston"
"http://collection.americanart.si.edu/id/person-institution/4696","Dwight C. Sturges","1874","Boston","1940","Boston"
"http://collection.americanart.si.edu/id/person-institution/4696"," Dwight Case Sturges","1874","Boston","1940","Boston"
"http://collection.americanart.si.edu/id/person-institution/4696"," D. C. Sturges","1874","Boston","1940","Boston"
"http://collection.americanart.si.edu/id/person-institution/4764","Sam Thal","1903","New York","1964","Boston"
"http://collection.americanart.si.edu/id/person-institution/4764"," Samuel Thal","1903","New York","1964","Boston"
"http://collection.americanart.si.edu/id/person-institution/5189","Charles E. Wadsworth","1917","Ridgewood","2002","Boston"
"http://collection.americanart.si.edu/id/person-institution/4550","William Sommer","1867","Detroit","1949","Brandywine"
"http://collection.americanart.si.edu/id/person-institution/4550"," W. L. Sommer","1867","Detroit","1949","Brandywine"
"http://collection.americanart.si.edu/id/person-institution/4550"," William L. Sommer","1867","Detroit","1949","Brandywine"
"http://collection.americanart.si.edu/id/person-institution/5147","Esteban Vicente","1903","Turegano","2001","Bridgehampton"
"http://collection.americanart.si.edu/id/person-institution/4398","Ellen Sharples","1769","Birmingham","1849","Bristol"
"http://collection.americanart.si.edu/id/person-institution/4398"," Ellen Wallace","1769","Birmingham","1849","Bristol"
"http://collection.americanart.si.edu/id/person-institution/4398"," Ellen Wallace Sharples","1769","Birmingham","1849","Bristol"
"http://collection.americanart.si.edu/id/person-institution/5180","Betty Voorhis","1905","Nyack","2000","Brookhaven"
"http://collection.americanart.si.edu/id/person-institution/4108","John A. Rolph","1799","Essex","1862","Brooklyn"
"http://collection.americanart.si.edu/id/person-institution/4108"," J. A. Rolph","1799","Essex","1862","Brooklyn"
"http://collection.americanart.si.edu/id/person-institution/4108"," John A. Rolfe","1799","Essex","1862","Brooklyn"
"http://collection.americanart.si.edu/id/person-institution/4108"," John Rolph","1799","Essex","1862","Brooklyn"
"http://collection.americanart.si.edu/id/person-institution/4425","William A. Sherwood","1875","Baltimore","1951","Bruges"
"http://collection.americanart.si.edu/id/person-institution/4425"," William Anderson Sherwood","1875","Baltimore","1951","Bruges"
"http://collection.americanart.si.edu/id/person-institution/4425"," William Sherwood","1875","Baltimore","1951","Bruges"
"http://collection.americanart.si.edu/id/person-institution/401","Alexandre Bida","1813","Toulouse","1895","Buhl"
"http://collection.americanart.si.edu/id/person-institution/401"," F. Alexandre Bida","1813","Toulouse","1895","Buhl"
"http://collection.americanart.si.edu/id/person-institution/4406","Horatio Shaw","1847","Dover Township","1918","Cadmus"
"http://collection.americanart.si.edu/id/person-institution/4406"," Horatio W. Shaw","1847","Dover Township","1918","Cadmus"
"http://collection.americanart.si.edu/id/person-institution/4481","George Vander Sluis","1915","Cleveland","1984","Camillus"
"http://collection.americanart.si.edu/id/person-institution/4481"," George J. Vander Sluis","1915","Cleveland","1984","Camillus"
"http://collection.americanart.si.edu/id/person-institution/4350","Jonathan A. Scoville","1937","New York","1996","Canaan"
"http://collection.americanart.si.edu/id/person-institution/4350"," Jonathan Armstrong Scoville","1937","New York","1996","Canaan"
"http://collection.americanart.si.edu/id/person-institution/4350"," Jonathan Scoville","1937","New York","1996","Canaan"
"http://collection.americanart.si.edu/id/person-institution/4808","Charles W. Thwaites","1904","Milwaukee","2002","Carmel"
"http://collection.americanart.si.edu/id/person-institution/4808"," Charles Winstanley Thwaites","1904","Milwaukee","2002","Carmel"
"http://collection.americanart.si.edu/id/person-institution/4808"," Charles Thwaites","1904","Milwaukee","2002","Carmel"
"http://collection.americanart.si.edu/id/person-institution/5175","Robert Von Neumann","1888","Rostock","1976","Cedar Lake"
"http://collection.americanart.si.edu/id/person-institution/4153","Tom Rost","1909","Richmond","2004","Cedarburg"
"http://collection.americanart.si.edu/id/person-institution/4153"," Thomas Lee Rost","1909","Richmond","2004","Cedarburg"
"http://collection.americanart.si.edu/id/person-institution/4153"," Tom Rost, Jr.","1909","Richmond","2004","Cedarburg"
"http://collection.americanart.si.edu/id/person-institution/4781","Howard Thomas","1899","Mount Pleasant","1971","Chapel Hill"
"http://collection.americanart.si.edu/id/person-institution/4781"," Howard Wilbur Thomas","1899","Mount Pleasant","1971","Chapel Hill"
"http://collection.americanart.si.edu/id/person-institution/5141","Elizabeth O'Neill Verner","1883","Charleston","1979","Charleston"
"http://collection.americanart.si.edu/id/person-institution/4245","I. J. Sanger","1899","Port Republic","1986","Charlottesville"
"http://collection.americanart.si.edu/id/person-institution/4245"," Isaac Jacob Sanger","1899","Port Republic","1986","Charlottesville"
"http://collection.americanart.si.edu/id/person-institution/4245"," Dick Sanger","1899","Port Republic","1986","Charlottesville"
"http://collection.americanart.si.edu/id/person-institution/4893","Joseph Mallord William Turner","1775","London","1851","Chelsea"
"http://collection.americanart.si.edu/id/person-institution/4723","William Marshall Swayne","1828","Pennsbury","1918","Chester County"
"http://collection.americanart.si.edu/id/person-institution/4723"," W. Marshall Swayne","1828","Pennsbury","1918","Chester County"
"http://collection.americanart.si.edu/id/person-institution/4501","Gladys Nelson Smith","1890","Chelsea","1980","Chevy Chase"
"http://collection.americanart.si.edu/id/person-institution/4501"," Gladys Nelson","1890","Chelsea","1980","Chevy Chase"
"http://collection.americanart.si.edu/id/person-institution/3977","Earl H. Reed","1863","Geneva","1931","Chicago"
"http://collection.americanart.si.edu/id/person-institution/3977"," Earl Howell Reed","1863","Geneva","1931","Chicago"
"http://collection.americanart.si.edu/id/person-institution/3988","Josephine L. Reichmann","1864","Louisville","1938","Chicago"
"http://collection.americanart.si.edu/id/person-institution/3988"," Josephine Lemos Reichmann","1864","Louisville","1938","Chicago"
"http://collection.americanart.si.edu/id/person-institution/3988"," Josephine Reichmann","1864","Louisville","1938","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4338","William S. Schwartz","1896","Smorgon","1977","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4338"," William Samuel Schwartz","1896","Smorgon","1977","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4731","Lorado Taft","1860","Elmwood","1936","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4731"," Lorado Zadoc Taft","1860","Elmwood","1936","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4788","F. Leslie Thompson","1889","Chicago","1965","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4788"," Floyd Leslie Thompson","1889","Chicago","1965","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4788"," F. L. Thompson","1889","Chicago","1965","Chicago"
"http://collection.americanart.si.edu/id/person-institution/4888","Janet E. Turner","1914","Kansas City","1988","Chico"
"http://collection.americanart.si.edu/id/person-institution/4278","Philip Ayer Sawyer","1877","Chicago","1949","Clearwater"
"http://collection.americanart.si.edu/id/person-institution/4278"," Phil Sawyer","1877","Chicago","1949","Clearwater"
"http://collection.americanart.si.edu/id/person-institution/4278"," Philip A. Sawyer","1877","Chicago","1949","Clearwater"
"http://collection.americanart.si.edu/id/person-institution/3992","Wilhelm Georg Reindel","1871","Fraser","1948","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/3992"," W. G. Reindel","1871","Fraser","1948","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/3992"," William George Reindel","1871","Fraser","1948","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/4222","Charles L. Sallee, Jr.","1911","Oberlin","2006","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/4222"," Charles Louis Sallee, Jr.","1911","Oberlin","2006","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/4222"," Charles Sallee","1911","Oberlin","2006","Cleveland"
"http://collection.americanart.si.edu/id/person-institution/4861","Pierre Troubetzkoy","1864","Milan","1936","Cobham"
"http://collection.americanart.si.edu/id/person-institution/5157","Miguel García Vivancos","1895","Mazarrón","1972","Cordova"
"http://collection.americanart.si.edu/id/person-institution/4316","W. Elmer Schofield","1867","Philadelphia","1944","Cornwall"
"http://collection.americanart.si.edu/id/person-institution/4316"," Walter Elmer Schofield","1867","Philadelphia","1944","Cornwall"
"http://collection.americanart.si.edu/id/person-institution/458","John Bloom","1906","DeWitt","2002","Davenport"
"http://collection.americanart.si.edu/id/person-institution/458"," John Bloom, Jr.","1906","DeWitt","2002","Davenport"
"http://collection.americanart.si.edu/id/person-institution/458"," John Vincent Bloom","1906","DeWitt","2002","Davenport"
"http://collection.americanart.si.edu/id/person-institution/4264","LeRoy D. Sauer","1894","Dayton","1959","Dayton"
"http://collection.americanart.si.edu/id/person-institution/4264"," LeRoy Dagobert Sauer","1894","Dayton","1959","Dayton"
"http://collection.americanart.si.edu/id/person-institution/4116","Arnold Ronnebeck","1885","Nassau","1947","Denver"
"http://collection.americanart.si.edu/id/person-institution/4116"," Arnold H. Ronnebeck","1885","Nassau","1947","Denver"
"http://collection.americanart.si.edu/id/person-institution/4516","Paul Kauvar Smith","1893","Cape Girardeau","1977","Denver"
"http://collection.americanart.si.edu/id/person-institution/4516"," Paul K. Smith","1893","Cape Girardeau","1977","Denver"
"http://collection.americanart.si.edu/id/person-institution/4848","William Traher","1908","Rock Springs","1984","Denver"
"http://collection.americanart.si.edu/id/person-institution/5131","Lester E. Varian","1881","Denver","1967","Denver"
"http://collection.americanart.si.edu/id/person-institution/4216","Charles Balthazar Julien Fevret de Saint-Memin","1770","Dijon","1852","Dijon"
"http://collection.americanart.si.edu/id/person-institution/4216"," Charles B. J. Fevret de Saint-Memin","1770","Dijon","1852","Dijon"
"http://collection.americanart.si.edu/id/person-institution/4216"," Charles Balthazar Julien Saint-Memin","1770","Dijon","1852","Dijon"
"http://collection.americanart.si.edu/id/person-institution/4502","John Raphael Smith","1752","Derby","1812","Doncaster"
"http://collection.americanart.si.edu/id/person-institution/4502"," J. R. Smith","1752","Derby","1812","Doncaster"
"http://collection.americanart.si.edu/id/person-institution/5121","Jacob van Strij","1756","Dordrecht","1815","Dordrecht"
"http://collection.americanart.si.edu/id/person-institution/4589","Sarah Spurgeon","1903","Harlan","1985","Ellensburg"
"http://collection.americanart.si.edu/id/person-institution/4589"," Edna M. Spurgeon","1903","Harlan","1985","Ellensburg"
"http://collection.americanart.si.edu/id/person-institution/4589"," Sarah E. Spurgeon","1903","Harlan","1985","Ellensburg"
"http://collection.americanart.si.edu/id/person-institution/4589"," Sarah Edna M. Spurgeon","1903","Harlan","1985","Ellensburg"
"http://collection.americanart.si.edu/id/person-institution/4235","Herbert J. Sanborn","1907","Worcester","1996","Falls Church"
"http://collection.americanart.si.edu/id/person-institution/4235"," Herbert James Sanborn","1907","Worcester","1996","Falls Church"
"http://collection.americanart.si.edu/id/person-institution/4235"," Herbert J. Sanborn, Sr.","1907","Worcester","1996","Falls Church"
"http://collection.americanart.si.edu/id/person-institution/4818","Benvenuto Tisi da Garofalo","1481","Ferrara","1599","Ferrara"
"http://collection.americanart.si.edu/id/person-institution/4818"," Benvenuto Garofalo","1481","Ferrara","1599","Ferrara"
"http://collection.americanart.si.edu/id/person-institution/4818"," Benvenuto Tisio","1481","Ferrara","1599","Ferrara"
"http://collection.americanart.si.edu/id/person-institution/4818"," Garofalo","1481","Ferrara","1599","Ferrara"
"http://collection.americanart.si.edu/id/person-institution/4818"," Il Garofalo","1481","Ferrara","1599","Ferrara"
"http://collection.americanart.si.edu/id/person-institution/4615","Bernard Steffen","1907","Neodesha","1980","Flushing"
"http://collection.americanart.si.edu/id/person-institution/4615"," Bernard Joseph Steffen","1907","Neodesha","1980","Flushing"
"http://collection.americanart.si.edu/id/person-institution/4615"," Bernard J. Steffen","1907","Neodesha","1980","Flushing"
"http://collection.americanart.si.edu/id/person-institution/4273","Thomas Michael Savage","1908","Fort Dodge","1987","Fort Dodge"
"http://collection.americanart.si.edu/id/person-institution/4273"," Thomas Savage","1908","Fort Dodge","1987","Fort Dodge"
"http://collection.americanart.si.edu/id/person-institution/4117","Johann Heinrich Roos","1631","Otterberg","1685","Frankfurt"
"http://collection.americanart.si.edu/id/person-institution/4117"," J. H. Roos","1631","Otterberg","1685","Frankfurt"
"http://collection.americanart.si.edu/id/person-institution/4117"," Johan Heinrich Roose","1631","Otterberg","1685","Frankfurt"
"http://collection.americanart.si.edu/id/person-institution/4117"," Johan Heinrich Rose","1631","Otterberg","1685","Frankfurt"
"http://collection.americanart.si.edu/id/person-institution/4342","Raymond White Skolfield","1909","Portland","1996","Freeport"
"http://collection.americanart.si.edu/id/person-institution/4342"," Raymond Skolfield","1909","Portland","1996","Freeport"
"http://collection.americanart.si.edu/id/person-institution/4401","Aaron Draper Shattuck","1832","Francestown","1928","Granby"
"http://collection.americanart.si.edu/id/person-institution/4401"," A. D. Shattuck","1832","Francestown","1928","Granby"
"http://collection.americanart.si.edu/id/person-institution/4707","Larry Sultan","1946","New York","2009","Greenbrae"
"http://collection.americanart.si.edu/id/person-institution/4707"," Larry A. Sultan","1946","New York","2009","Greenbrae"
"http://collection.americanart.si.edu/id/person-institution/4707"," Lawrence A. Sultan","1946","New York","2009","Greenbrae"
"http://collection.americanart.si.edu/id/person-institution/4707"," Lawrence Sultan","1946","New York","2009","Greenbrae"
"http://collection.americanart.si.edu/id/person-institution/3964","Hilla Rebay","1890","Strasbourg","1967","Greens Farms"
"http://collection.americanart.si.edu/id/person-institution/3964","Baroness Hildegard von Ehrenwiesen","1890","Strasbourg","1967","Greens Farms"
"http://collection.americanart.si.edu/id/person-institution/3964","Baroness von Ehrenwiesen","1890","Strasbourg","1967","Greens Farms"
"http://collection.americanart.si.edu/id/person-institution/3964","Baroness Hildegard Anna Augusta Elisabeth Rebay von Ehrenwiesen","1890","Strasbourg","1967","Greens Farms"
"http://collection.americanart.si.edu/id/person-institution/4726","Gardner Symons","1863","Chicago","1930","Hillside"
"http://collection.americanart.si.edu/id/person-institution/4726"," George Gardner Symons","1863","Chicago","1930","Hillside"
"http://collection.americanart.si.edu/id/person-institution/4726"," G. G. Symons","1863","Chicago","1930","Hillside"
"http://collection.americanart.si.edu/id/person-institution/4370","George Senseney","1874","Wheeling","1943","Ipswich"
"http://collection.americanart.si.edu/id/person-institution/4370"," George Eyster Senseney","1874","Wheeling","1943","Ipswich"
"http://collection.americanart.si.edu/id/person-institution/4370"," George E. Senseney","1874","Wheeling","1943","Ipswich"
"http://collection.americanart.si.edu/id/person-institution/4155","Carl Roters","1898","New York","1989","Jackson"
"http://collection.americanart.si.edu/id/person-institution/4155"," Carl G. Roters","1898","New York","1989","Jackson"
"http://collection.americanart.si.edu/id/person-institution/4351","Helen Searle","1830","Burlington","1884","Jacksonville"
"http://collection.americanart.si.edu/id/person-institution/4351"," Helen Searle Pattison","1830","Burlington","1884","Jacksonville"
"http://collection.americanart.si.edu/id/person-institution/4351"," Helen R. Searle","1830","Burlington","1884","Jacksonville"
"http://collection.americanart.si.edu/id/person-institution/4829","Jose Rey Toledo","1915","Jemez Pueblo","1994","Jemez Pueblo"
"http://collection.americanart.si.edu/id/person-institution/4829"," Aluh Hocki","1915","Jemez Pueblo","1994","Jemez Pueblo"
"http://collection.americanart.si.edu/id/person-institution/4829"," Lighting","1915","Jemez Pueblo","1994","Jemez Pueblo"
"http://collection.americanart.si.edu/id/person-institution/4829"," Morning Star","1915","Jemez Pueblo","1994","Jemez Pueblo"
"http://collection.americanart.si.edu/id/person-institution/4829"," Northeast Place","1915","Jemez Pueblo","1994","Jemez Pueblo"
"http://collection.americanart.si.edu/id/person-institution/4192","James Russell","1915","Monticello","2000","Kewanna"
